start_station_id,end_station_id,start_station_name,end_station_name,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,count
248,1823,Bristo Square,Boroughmuir,55.94583,-3.18905,55.94007,-3.21534,1
248,1824,Bristo Square,Duke Street,55.94583,-3.18905,55.96901,-3.16739,2
248,2268,Bristo Square,Picardy Place,55.94583,-3.18905,55.95654,-3.18625,1
249,171,Fountainbridge,George Square,55.94336,-3.20925,55.94308,-3.18831,1
249,183,Fountainbridge,Waverley Bridge,55.94336,-3.20925,55.95198,-3.19189,1
249,246,Fountainbridge,Royal Commonwealth Pool,55.94336,-3.20925,55.939,-3.17392,1
249,248,Fountainbridge,Bristo Square,55.94336,-3.20925,55.94583,-3.18905,2
249,249,Fountainbridge,Fountainbridge,55.94336,-3.20925,55.94336,-3.20925,7
249,250,Fountainbridge,Victoria Quay,55.94336,-3.20925,55.97762,-3.17413,1
249,253,Fountainbridge,Kings Building 2,55.94336,-3.20925,55.9232,-3.17165,1
249,260,Fountainbridge,Lauriston Place,55.94336,-3.20925,55.94477,-3.19727,1
249,265,Fountainbridge,Meadows East,55.94336,-3.20925,55.93981,-3.18274,3
249,358,Fountainbridge,Leith Walk,55.94336,-3.20925,55.96504,-3.17669,1
249,1019,Fountainbridge,Grassmarket,55.94336,-3.20925,55.9471,-3.19725,1
249,1024,Fountainbridge,Meadow Place,55.94336,-3.20925,55.94024,-3.19464,1
249,1025,Fountainbridge,Dundee Terrace,55.94336,-3.20925,55.93971,-3.22059,3
249,1051,Fountainbridge,Warrender Park Road,55.94336,-3.20925,55.93837,-3.19803,1
249,1091,Fountainbridge,Holyrood Road,55.94336,-3.20925,55.94956,-3.18041,1
249,1720,Fountainbridge,Dundas Street,55.94336,-3.20925,55.96076,-3.20128,3
249,1721,Fountainbridge,Tollcross,55.94336,-3.20925,55.94425,-3.2031,3
249,1726,Fountainbridge,Simon Square,55.94336,-3.20925,55.94486,-3.18259,1
249,1728,Fountainbridge,Portobello - Kings Road,55.94336,-3.20925,55.95792,-3.11833,2
249,1743,Fountainbridge,Logie Green Road,55.94336,-3.20925,55.96406,-3.1957,2
249,1765,Fountainbridge,Haymarket Terrace,55.94336,-3.20925,55.94606,-3.22302,1
249,1798,Fountainbridge,Chambers Street,55.94336,-3.20925,55.9476,-3.18892,2
249,1819,Fountainbridge,Heriot Watt - Edinburgh Business School,55.94336,-3.20925,55.90882,-3.32011,1
249,1823,Fountainbridge,Boroughmuir,55.94336,-3.20925,55.94007,-3.21534,1
250,250,Victoria Quay,Victoria Quay,55.97762,-3.17413,55.97762,-3.17413,6
250,262,Victoria Quay,Canonmills,55.97762,-3.17413,55.9628,-3.19628,4
250,264,Victoria Quay,Pollock Halls,55.97762,-3.17413,55.94008,-3.17175,1
250,289,Victoria Quay,Castle Street,55.97762,-3.17413,55.9515,-3.20318,1
250,358,Victoria Quay,Leith Walk,55.97762,-3.17413,55.96504,-3.17669,2
250,1090,Victoria Quay,Hillside Crescent,55.97762,-3.17413,55.95787,-3.17589,1
250,1728,Victoria Quay,Portobello - Kings Road,55.97762,-3.17413,55.95792,-3.11833,5
250,1737,Victoria Quay,Inverleith Row,55.97762,-3.17413,55.96412,-3.20209,4
250,1758,Victoria Quay,Queen Margaret University,55.97762,-3.17413,55.93198,-3.0731,1
250,1765,Victoria Quay,Haymarket Terrace,55.97762,-3.17413,55.94606,-3.22302,1
250,1766,Victoria Quay,Balgreen Road,55.97762,-3.17413,55.93894,-3.25111,1
250,1813,Victoria Quay,Milton Road - Edinburgh College,55.97762,-3.17413,55.94407,-3.09856,1
250,1814,Victoria Quay,Abbeyhill,55.97762,-3.17413,55.95525,-3.17222,1
250,1818,Victoria Quay,Dynamic Earth,55.97762,-3.17413,55.95109,-3.17572,2
250,1823,Victoria Quay,Boroughmuir,55.97762,-3.17413,55.94007,-3.21534,2
250,1824,Victoria Quay,Duke Street,55.97762,-3.17413,55.96901,-3.16739,1
250,2268,Victoria Quay,Picardy Place,55.97762,-3.17413,55.95654,-3.18625,1
251,251,Waverley Station,Waverley Station,55.95264,-3.18753,55.95264,-3.18753,1
251,264,Waverley Station,Pollock Halls,55.95264,-3.18753,55.94008,-3.17175,1
251,285,Waverley Station,Ocean Terminal,55.95264,-3.18753,55.98129,-3.17635,1
251,1102,Waverley Station,Haymarket Station,55.95264,-3.18753,55.94557,-3.21818,2
251,1728,Waverley Station,Portobello - Kings Road,55.95264,-3.18753,55.95792,-3.11833,3
251,1767,Waverley Station,Bruntsfield Links,55.95264,-3.18753,55.93712,-3.20643,3
252,171,Kings Buildings 1,George Square,55.92419,-3.17383,55.94308,-3.18831,1
252,1028,Kings Buildings 1,Hunter Square,55.92419,-3.17383,55.9498,-3.1878,1
252,1038,Kings Buildings 1,South Trinity Road,55.92419,-3.17383,55.97133,-3.20796,1
252,1727,Kings Buildings 1,Causewayside,55.92419,-3.17383,55.93651,-3.18017,2
252,1737,Kings Buildings 1,Inverleith Row,55.92419,-3.17383,55.96412,-3.20209,1
252,1744,Kings Buildings 1,Morningside Road,55.92419,-3.17383,55.92799,-3.20975,1
252,1757,Kings Buildings 1,Meggetland,55.92419,-3.17383,55.92759,-3.23367,1
252,1767,Kings Buildings 1,Bruntsfield Links,55.92419,-3.17383,55.93712,-3.20643,1
252,1814,Kings Buildings 1,Abbeyhill,55.92419,-3.17383,55.95525,-3.17222,1
252,2259,Kings Buildings 1,Leith Walk North,55.92419,-3.17383,55.96792,-3.17359,1
253,189,Kings Building 2,City Chambers,55.9232,-3.17165,55.95011,-3.19026,4
253,246,Kings Building 2,Royal Commonwealth Pool,55.9232,-3.17165,55.939,-3.17392,2
253,248,Kings Building 2,Bristo Square,55.9232,-3.17165,55.94583,-3.18905,1
253,253,Kings Building 2,Kings Building 2,55.9232,-3.17165,55.9232,-3.17165,1
253,260,Kings Building 2,Lauriston Place,55.9232,-3.17165,55.94477,-3.19727,1
253,262,Kings Building 2,Canonmills,55.9232,-3.17165,55.9628,-3.19628,2
253,264,Kings Building 2,Pollock Halls,55.9232,-3.17165,55.94008,-3.17175,1
253,265,Kings Building 2,Meadows East,55.9232,-3.17165,55.93981,-3.18274,3
253,358,Kings Building 2,Leith Walk,55.9232,-3.17165,55.96504,-3.17669,2
253,1019,Kings Building 2,Grassmarket,55.9232,-3.17165,55.9471,-3.19725,2
253,1024,Kings Building 2,Meadow Place,55.9232,-3.17165,55.94024,-3.19464,4
253,1025,Kings Building 2,Dundee Terrace,55.9232,-3.17165,55.93971,-3.22059,4
253,1028,Kings Building 2,Hunter Square,55.9232,-3.17165,55.9498,-3.1878,1
253,1092,Kings Building 2,Dalry Road Lidl,55.9232,-3.17165,55.94179,-3.22242,1
253,1096,Kings Building 2,West Crosscauseway,55.9232,-3.17165,55.94384,-3.18495,11
253,1743,Kings Building 2,Logie Green Road,55.9232,-3.17165,55.96406,-3.1957,1
253,1744,Kings Building 2,Morningside Road,55.9232,-3.17165,55.92799,-3.20975,3
253,1798,Kings Building 2,Chambers Street,55.9232,-3.17165,55.9476,-3.18892,1
253,1814,Kings Building 2,Abbeyhill,55.9232,-3.17165,55.95525,-3.17222,1
253,1823,Kings Building 2,Boroughmuir,55.9232,-3.17165,55.94007,-3.21534,1
254,246,Kings Building 3,Royal Commonwealth Pool,55.92348,-3.17538,55.939,-3.17392,1
254,262,Kings Building 3,Canonmills,55.92348,-3.17538,55.9628,-3.19628,2
254,264,Kings Building 3,Pollock Halls,55.92348,-3.17538,55.94008,-3.17175,1
254,265,Kings Building 3,Meadows East,55.92348,-3.17538,55.93981,-3.18274,4
254,1017,Kings Building 3,Crichton Street,55.92348,-3.17538,55.94478,-3.18691,1
254,1091,Kings Building 3,Holyrood Road,55.92348,-3.17538,55.94956,-3.18041,2
254,1098,Kings Building 3,Marchmont Crescent,55.92348,-3.17538,55.93643,-3.19415,1
254,1727,Kings Building 3,Causewayside,55.92348,-3.17538,55.93651,-3.18017,1
256,183,St Andrews House,Waverley Bridge,55.95316,-3.18168,55.95198,-3.19189,1
256,189,St Andrews House,City Chambers,55.95316,-3.18168,55.95011,-3.19026,2
256,256,St Andrews House,St Andrews House,55.95316,-3.18168,55.95316,-3.18168,1
256,262,St Andrews House,Canonmills,55.95316,-3.18168,55.9628,-3.19628,2
256,1028,St Andrews House,Hunter Square,55.95316,-3.18168,55.9498,-3.1878,1
256,1050,St Andrews House,EICC,55.95316,-3.18168,55.94607,-3.2104,5
256,1052,St Andrews House,Surgeons Hall,55.95316,-3.18168,55.94664,-3.18547,1
256,1096,St Andrews House,West Crosscauseway,55.95316,-3.18168,55.94384,-3.18495,1
256,1728,St Andrews House,Portobello - Kings Road,55.95316,-3.18168,55.95792,-3.11833,1
256,1767,St Andrews House,Bruntsfield Links,55.95316,-3.18168,55.93712,-3.20643,1
256,1769,St Andrews House,Brunswick Place,55.95316,-3.18168,55.96085,-3.18099,1
256,1808,St Andrews House,Gorgie Road,55.95316,-3.18168,55.93874,-3.22991,1
256,1824,St Andrews House,Duke Street,55.95316,-3.18168,55.96901,-3.16739,1
258,183,Stockbridge,Waverley Bridge,55.95857,-3.20807,55.95198,-3.19189,1
258,248,Stockbridge,Bristo Square,55.95857,-3.20807,55.94583,-3.18905,1
258,250,Stockbridge,Victoria Quay,55.95857,-3.20807,55.97762,-3.17413,3
258,258,Stockbridge,Stockbridge,55.95857,-3.20807,55.95857,-3.20807,3
258,262,Stockbridge,Canonmills,55.95857,-3.20807,55.9628,-3.19628,2
258,358,Stockbridge,Leith Walk,55.95857,-3.20807,55.96504,-3.17669,2
258,1038,Stockbridge,South Trinity Road,55.95857,-3.20807,55.97133,-3.20796,1
258,1090,Stockbridge,Hillside Crescent,55.95857,-3.20807,55.95787,-3.17589,1
258,1091,Stockbridge,Holyrood Road,55.95857,-3.20807,55.94956,-3.18041,1
258,1720,Stockbridge,Dundas Street,55.95857,-3.20807,55.96076,-3.20128,2
258,1721,Stockbridge,Tollcross,55.95857,-3.20807,55.94425,-3.2031,1
258,1737,Stockbridge,Inverleith Row,55.95857,-3.20807,55.96412,-3.20209,1
258,1743,Stockbridge,Logie Green Road,55.95857,-3.20807,55.96406,-3.1957,2
258,1745,Stockbridge,Scotland Street,55.95857,-3.20807,55.96038,-3.19547,2
258,1753,Stockbridge,Waitrose Comely Bank,55.95857,-3.20807,55.95954,-3.22343,1
258,1756,Stockbridge,Western General Hospital,55.95857,-3.20807,55.96284,-3.23414,3
258,1763,Stockbridge,Comely Bank Road,55.95857,-3.20807,55.95941,-3.21566,1
258,1764,Stockbridge,Craigleith Road,55.95857,-3.20807,55.95658,-3.23794,1
258,1769,Stockbridge,Brunswick Place,55.95857,-3.20807,55.96085,-3.18099,3
258,1799,Stockbridge,Murrayfield,55.95857,-3.20807,55.94479,-3.24367,2
258,1824,Stockbridge,Duke Street,55.95857,-3.20807,55.96901,-3.16739,4
258,2259,Stockbridge,Leith Walk North,55.95857,-3.20807,55.96792,-3.17359,2
259,171,St Andrew Square,George Square,55.95491,-3.19244,55.94308,-3.18831,1
259,183,St Andrew Square,Waverley Bridge,55.95491,-3.19244,55.95198,-3.19189,2
259,247,St Andrew Square,Charlotte Square,55.95491,-3.19244,55.95234,-3.2071,1
259,250,St Andrew Square,Victoria Quay,55.95491,-3.19244,55.97762,-3.17413,3
259,259,St Andrew Square,St Andrew Square,55.95491,-3.19244,55.95491,-3.19244,7
259,358,St Andrew Square,Leith Walk,55.95491,-3.19244,55.96504,-3.17669,1
259,1025,St Andrew Square,Dundee Terrace,55.95491,-3.19244,55.93971,-3.22059,1
259,1038,St Andrew Square,South Trinity Road,55.95491,-3.19244,55.97133,-3.20796,4
259,1039,St Andrew Square,Lothian Road,55.95491,-3.19244,55.94741,-3.20577,3
259,1090,St Andrew Square,Hillside Crescent,55.95491,-3.19244,55.95787,-3.17589,1
259,1091,St Andrew Square,Holyrood Road,55.95491,-3.19244,55.94956,-3.18041,2
259,1727,St Andrew Square,Causewayside,55.95491,-3.19244,55.93651,-3.18017,1
259,1728,St Andrew Square,Portobello - Kings Road,55.95491,-3.19244,55.95792,-3.11833,1
259,1729,St Andrew Square,McDonald Road,55.95491,-3.19244,55.96403,-3.18518,1
259,1756,St Andrew Square,Western General Hospital,55.95491,-3.19244,55.96284,-3.23414,3
259,1765,St Andrew Square,Haymarket Terrace,55.95491,-3.19244,55.94606,-3.22302,2
259,1814,St Andrew Square,Abbeyhill,55.95491,-3.19244,55.95525,-3.17222,1
259,1821,St Andrew Square,Drumsheugh Place,55.95491,-3.19244,55.95159,-3.21235,1
259,1823,St Andrew Square,Boroughmuir,55.95491,-3.19244,55.94007,-3.21534,1
259,1824,St Andrew Square,Duke Street,55.95491,-3.19244,55.96901,-3.16739,3
259,2259,St Andrew Square,Leith Walk North,55.95491,-3.19244,55.96792,-3.17359,2
260,246,Lauriston Place,Royal Commonwealth Pool,55.94477,-3.19727,55.939,-3.17392,1
260,248,Lauriston Place,Bristo Square,55.94477,-3.19727,55.94583,-3.18905,1
