,start_station_name,end_station_name,count
1372,Dynamic Earth,Fountainbridge,3
1373,Dynamic Earth,Grassmarket,7
1374,Dynamic Earth,Hillside Crescent,3
1375,Dynamic Earth,Holyrood Road,11
1376,Dynamic Earth,Hunter Square,6
1377,Dynamic Earth,Joppa,4
1378,Dynamic Earth,Kings Building 2,5
1379,Dynamic Earth,Kings Buildings 1,1
1380,Dynamic Earth,Lauriston Place,1
1381,Dynamic Earth,Leith Walk,1
1382,Dynamic Earth,Lothian Road,2
1383,Dynamic Earth,Meadow Place,1
1384,Dynamic Earth,Ocean Terminal,4
1385,Dynamic Earth,Pleasance Courtyard,4
1386,Dynamic Earth,Pollock Halls,4
1387,Dynamic Earth,Portobello - Kings Road,16
1388,Dynamic Earth,Roseburn Street,1
1389,Dynamic Earth,Royal Commonwealth Pool,3
1390,Dynamic Earth,Simon Square,1
1391,Dynamic Earth,St Andrews House,2
1392,Dynamic Earth,Surgeons Hall,3
1393,Dynamic Earth,The Loan,2
1394,Dynamic Earth,Tollcross,2
1395,Dynamic Earth,Victoria Quay,4
1396,Dynamic Earth,Waverley Bridge,4
1397,Dynamic Earth,Waverley Court,1
1398,Dynamic Earth,West Crosscauseway,2
1399,EICC,Abbeyhill,2
1400,EICC,Belford Road,5
1401,EICC,Boroughmuir,1
1402,EICC,Bristo Square,2
1403,EICC,Bruntsfield Links,2
1404,EICC,Castle Street,16
1405,EICC,Castle Terrace,1
1406,EICC,Causewayside,3
1407,EICC,Chambers Street,1
1408,EICC,Charlotte Square,9
1409,EICC,Colinton Road,4
1410,EICC,Comely Bank Road,4
1411,EICC,Corstorphine Road,5
1412,EICC,Craigleith Road,1
1413,EICC,Cramond Foreshore,1
1414,EICC,Dalry Road Lidl,4
1415,EICC,Dean Street,1
1416,EICC,Drumsheugh Place,1
1417,EICC,Duke Street,4
1418,EICC,Dundas Street,1
1419,EICC,Dundee Terrace,10
1420,EICC,Dynamic Earth,6
1421,EICC,EICC,22
1422,EICC,East London Street,1
1423,EICC,Edinburgh Royal Infirmary,1
1424,EICC,Edinburgh Zoo,5
1425,EICC,Ellersly Road,1
1426,EICC,Fountainbridge,2
1427,EICC,George Square,4
1428,EICC,Gladstone Terrace,2
1429,EICC,Gorgie Road,1
1430,EICC,Grassmarket,7
1431,EICC,Haymarket Station,8
1432,EICC,Haymarket Terrace,15
1433,EICC,Heriot Watt - Student Accommodation,1
1434,EICC,Hillside Crescent,5
1435,EICC,Holyrood Road,13
1436,EICC,Hunter Square,3
1437,EICC,IGMM - Western General,1
1438,EICC,Ingliston Park & Ride,1
1439,EICC,Kings Building 2,1
1440,EICC,Kings Buildings 1,1
1441,EICC,Lauriston Place,8
1442,EICC,Leith Walk North,1
1443,EICC,Lothian Road,1
1444,EICC,Meadow Place,1
1445,EICC,Meadows East,7
1446,EICC,Meggetland,2
1447,EICC,Morningside Road,2
1448,EICC,Murrayfield,1
1449,EICC,Picardy Place,1
1450,EICC,Pleasance Courtyard,1
1451,EICC,Portobello - Kings Road,2
1452,EICC,Roseburn Street,4
1453,EICC,Scotland Street,1
1454,EICC,Simon Square,1
1455,EICC,South Trinity Road,1
1456,EICC,St Andrew Square,3
1457,EICC,St Andrews House,2
1458,EICC,Stockbridge,1
1459,EICC,Tollcross,2
1460,EICC,Victoria Quay,2
1461,EICC,Waitrose Comely Bank,2
1462,EICC,Warrender Park Road,3
1463,EICC,Waverley Bridge,8
1464,East London Street,Belford Road,3
1465,East London Street,Bristo Square,1
1466,East London Street,Brunswick Place,4
1467,East London Street,Bruntsfield Links,3
1468,East London Street,Canonmills,9
1469,East London Street,Charlotte Square,5
1470,East London Street,City Chambers,1
1471,East London Street,Comely Bank Road,1
1472,East London Street,Cramond Foreshore,6
1473,East London Street,Dean Street,2
1474,East London Street,Duke Street,18
1475,East London Street,Dundas Street,2
1476,East London Street,EICC,2
1477,East London Street,East London Street,31
1478,East London Street,Fountainbridge,1
1479,East London Street,George Square,1
1480,East London Street,Haymarket Station,1
1481,East London Street,Haymarket Terrace,2
1482,East London Street,Hillside Crescent,2
1483,East London Street,Holyrood Road,1
1484,East London Street,Hunter Square,1
1485,East London Street,Ingliston Park & Ride,3
1486,East London Street,Inverleith Row,7
1487,East London Street,Kings Building 3,2
1488,East London Street,Lauriston Place,2
1489,East London Street,Leith Walk,15
1490,East London Street,Leith Walk North,15
1491,East London Street,Logie Green Road,5
1492,East London Street,Lothian Road,4
1493,East London Street,McDonald Road,1
1494,East London Street,Meadow Place,2
1495,East London Street,Meadows East,3
1496,East London Street,Meggetland,1
1497,East London Street,Milton Road - Edinburgh College,1
1498,East London Street,Murrayfield Tram,1
1499,East London Street,Ocean Terminal,1
1500,East London Street,Portobello - Kings Road,4
1501,East London Street,Scotland Street,2
1502,East London Street,South Trinity Road,2
1503,East London Street,Stockbridge,8
1504,East London Street,The Loan,2
1505,East London Street,Victoria Quay,3
1506,East London Street,Waitrose Comely Bank,1
1507,East London Street,West Crosscauseway,2
1508,East London Street,Western General Hospital,2
1509,Eden Locke - Aparthotel (RESIDENTS ONLY),Lothian Road,1
1510,Edinburgh Park Central,Craigleith Road,1
1511,Edinburgh Park Central,Edinburgh Zoo,1
1512,Edinburgh Park Central,Heriot Watt - Edinburgh Business School,6
1513,Edinburgh Park Central,St Andrews House,1
1514,Edinburgh Park Station,Balgreen Road,5
1515,Edinburgh Park Station,Boroughmuir,3
1516,Edinburgh Park Station,Bristo Square,1
1517,Edinburgh Park Station,Castle Street,1
1518,Edinburgh Park Station,Castle Terrace,1
1519,Edinburgh Park Station,Corstorphine Road,1
1520,Edinburgh Park Station,Craigleith Road,3
1521,Edinburgh Park Station,Dalry Road Lidl,1
1522,Edinburgh Park Station,Dean Street,1
1523,Edinburgh Park Station,Dundee Terrace,3
1524,Edinburgh Park Station,Edinburgh Park Station,5
1525,Edinburgh Park Station,Fountainbridge,3
1526,Edinburgh Park Station,Gamekeeper's Road,1
1527,Edinburgh Park Station,Gorgie Road,1
1528,Edinburgh Park Station,Haymarket Terrace,1
1529,Edinburgh Park Station,Heriot Watt - Edinburgh Business School,14
1530,Edinburgh Park Station,Heriot Watt - Student Accommodation,11
1531,Edinburgh Park Station,Lothian Road,1
1532,Edinburgh Park Station,Picardy Place,1
1533,Edinburgh Park Station,Stockbridge,2
1534,Edinburgh Park Station,Tollcross,3
1535,Edinburgh Royal Infirmary,Abbeyhill,3
1536,Edinburgh Royal Infirmary,Boroughmuir,1
1537,Edinburgh Royal Infirmary,Brunswick Place,6
1538,Edinburgh Royal Infirmary,Duke Street,1
1539,Edinburgh Royal Infirmary,Dundee Terrace,7
1540,Edinburgh Royal Infirmary,East London Street,1
1541,Edinburgh Royal Infirmary,Edinburgh Royal Infirmary,7
1542,Edinburgh Royal Infirmary,Holyrood Road,2
1543,Edinburgh Royal Infirmary,Hunter Square,1
1544,Edinburgh Royal Infirmary,Joppa,1
1545,Edinburgh Royal Infirmary,Lauriston Place,1
1546,Edinburgh Royal Infirmary,Leith Walk,3
1547,Edinburgh Royal Infirmary,Lothian Road,1
1548,Edinburgh Royal Infirmary,McDonald Road,3
1549,Edinburgh Royal Infirmary,Meadow Place,1
1550,Edinburgh Royal Infirmary,Meadows East,4
1551,Edinburgh Royal Infirmary,Morningside Road,2
1552,Edinburgh Royal Infirmary,Musselburgh Lidl,1
1553,Edinburgh Royal Infirmary,Pleasance Courtyard,4
1554,Edinburgh Royal Infirmary,Pollock Halls,4
1555,Edinburgh Royal Infirmary,Portobello - Kings Road,1
1556,Edinburgh Royal Infirmary,Queen Margaret University,2
1557,Edinburgh Royal Infirmary,Royal Commonwealth Pool,3
1558,Edinburgh Royal Infirmary,Simon Square,3
1559,Edinburgh Royal Infirmary,Waverley Bridge,3
1560,Edinburgh Royal Infirmary,West Crosscauseway,1
1561,Edinburgh Zoo,Comely Bank Road,1
1562,Edinburgh Zoo,Corstorphine Road,2
1563,Edinburgh Zoo,Dalry Road Lidl,2
1564,Edinburgh Zoo,Dean Street,1
1565,Edinburgh Zoo,Dundee Terrace,1
1566,Edinburgh Zoo,Dynamic Earth,1
1567,Edinburgh Zoo,EICC,4
1568,Edinburgh Zoo,Edinburgh Park Station,1
1569,Edinburgh Zoo,Edinburgh Zoo,7
1570,Edinburgh Zoo,Fountainbridge,1
1571,Edinburgh Zoo,Gorgie Road,12
1572,Edinburgh Zoo,Haymarket Terrace,3
1573,Edinburgh Zoo,Morningside Road,1
1574,Edinburgh Zoo,Murrayfield Tram,1
1575,Edinburgh Zoo,Ocean Terminal,1
1576,Edinburgh Zoo,Roseburn Street,3
1577,Edinburgh Zoo,Royal Commonwealth Pool,1
1578,Edinburgh Zoo,Sighthill - Edinburgh College,2
1579,Edinburgh Zoo,St Andrew Square,1
1580,Edinburgh Zoo,Stockbridge,1
1581,Edinburgh Zoo,Waverley Bridge,1
1582,Edinburgh Zoo,Wester Coates Terrace,2
1583,Edinburgh Zoo,Western General Hospital,1
1584,Ellersly Road,Balgreen Road,2
1585,Ellersly Road,Belford Road,3
1586,Ellersly Road,Boroughmuir,1
1587,Ellersly Road,Canonmills,1
1588,Ellersly Road,Castle Street,16
1589,Ellersly Road,Corstorphine Road,3
1590,Ellersly Road,Craigleith Road,3
1591,Ellersly Road,Dalry Road Lidl,1
1592,Ellersly Road,Drumsheugh Place,1
1593,Ellersly Road,Dundas Street,1
1594,Ellersly Road,EICC,1
1595,Ellersly Road,Edinburgh Park Station,1
1596,Ellersly Road,Edinburgh Zoo,6
1597,Ellersly Road,Ellersly Road,11
1598,Ellersly Road,Fountainbridge,3
1599,Ellersly Road,Gorgie Road,2
1600,Ellersly Road,Haymarket Terrace,3
1601,Ellersly Road,Hillside Crescent,1
1602,Ellersly Road,Leith Walk,1
1603,Ellersly Road,Morningside Road,1
1604,Ellersly Road,St Andrew Square,3
1605,Ellersly Road,Stockbridge,1
1606,Ellersly Road,The Loan,3
1607,Ellersly Road,Victoria Quay,1
1608,Ellersly Road,Waverley Station,1
1609,Ellersly Road,Wester Coates Terrace,2
1610,Forth Bridge Visitors Centre,Forth Bridge Visitors Centre,10
1611,Forth Bridge Visitors Centre,Gamekeeper's Road,1
1612,Forth Bridge Visitors Centre,Hopetoun Road,2
1613,Forth Bridge Visitors Centre,Port Edgar Marina,2
1614,Forth Bridge Visitors Centre,Tesco Ferrymuir,1
1615,Fountainbridge,Abbeyhill,1
1616,Fountainbridge,Balgreen Road,1
1617,Fountainbridge,Belford Road,2
1618,Fountainbridge,Boroughmuir,8
1619,Fountainbridge,Bristo Square,3
1620,Fountainbridge,Brunswick Place,1
1621,Fountainbridge,Bruntsfield Links,1
1622,Fountainbridge,Canonmills,8
1623,Fountainbridge,Castle Street,9
1624,Fountainbridge,Castle Terrace,4
1625,Fountainbridge,Causewayside,8
1626,Fountainbridge,Chambers Street,4
1627,Fountainbridge,City Chambers,1
1628,Fountainbridge,Comely Bank Road,12
1629,Fountainbridge,Corstorphine Road,1
1630,Fountainbridge,Craigleith Road,3
1631,Fountainbridge,Crichton Street,4
1632,Fountainbridge,Dalry Road Lidl,6
1633,Fountainbridge,Drumsheugh Place,3
1634,Fountainbridge,Duke Street,1
1635,Fountainbridge,Dundas Street,4
1636,Fountainbridge,Dundee Terrace,14
1637,Fountainbridge,Dynamic Earth,2
1638,Fountainbridge,EICC,5
1639,Fountainbridge,Edinburgh Park Station,4
1640,Fountainbridge,Fountainbridge,31
1641,Fountainbridge,George Square,10
1642,Fountainbridge,Gladstone Terrace,2
1643,Fountainbridge,Gorgie Road,14
1644,Fountainbridge,Grassmarket,3
1645,Fountainbridge,Haymarket Station,3
1646,Fountainbridge,Haymarket Terrace,2
1647,Fountainbridge,Heriot Watt - Edinburgh Business School,5
1648,Fountainbridge,Hillside Crescent,2
1649,Fountainbridge,Holyrood Road,6
1650,Fountainbridge,IGMM - Western General,1
1651,Fountainbridge,Joppa,2
1652,Fountainbridge,Kings Building 2,2
1653,Fountainbridge,Kings Buildings 1,1
1654,Fountainbridge,Lauriston Place,5
1655,Fountainbridge,Leith Walk,2
1656,Fountainbridge,Leith Walk North,1
1657,Fountainbridge,Logie Green Road,9
1658,Fountainbridge,Lothian Road,3
1659,Fountainbridge,Marchmont Crescent,1
1660,Fountainbridge,McDonald Road,1
1661,Fountainbridge,Meadow Place,6
1662,Fountainbridge,Meadows East,15
1663,Fountainbridge,Meggetland,10
1664,Fountainbridge,Morningside Road,3
1665,Fountainbridge,Picardy Place,2
1666,Fountainbridge,Portobello - Kings Road,3
1667,Fountainbridge,Royal Commonwealth Pool,6
1668,Fountainbridge,Scotland Street,2
1669,Fountainbridge,Simon Square,1
1670,Fountainbridge,South Trinity Road,2
1671,Fountainbridge,St Andrew Square,5
1672,Fountainbridge,St Andrews House,2
1673,Fountainbridge,Stockbridge,1
1674,Fountainbridge,Surgeons Hall,1
1675,Fountainbridge,Thirlestane Road,1
1676,Fountainbridge,Tollcross,11
1677,Fountainbridge,Victoria Quay,3
1678,Fountainbridge,Warrender Park Road,4
1679,Fountainbridge,Waverley Bridge,3
1680,Fountainbridge,Waverley Court,1
1681,Fountainbridge,West Crosscauseway,3
1682,Gamekeeper's Road,Boroughmuir,1
1683,Gamekeeper's Road,Borrowman Square,1
1684,Gamekeeper's Road,Canonmills,1
1685,Gamekeeper's Road,Castle Street,1
1686,Gamekeeper's Road,Corstorphine Road,1
1687,Gamekeeper's Road,Craigleith Road,1
1688,Gamekeeper's Road,Cramond Foreshore,15
1689,Gamekeeper's Road,EICC,2
1690,Gamekeeper's Road,Edinburgh Park Station,1
1691,Gamekeeper's Road,Edinburgh Zoo,1
1692,Gamekeeper's Road,Gamekeeper's Road,9
1693,Gamekeeper's Road,Hawes Pier,8
1694,Gamekeeper's Road,Haymarket Station,2
1695,Gamekeeper's Road,Heriot Watt - Student Accommodation,1
1696,Gamekeeper's Road,Inverleith Row,1
1697,Gamekeeper's Road,Logie Green Road,1
1698,Gamekeeper's Road,McDonald Road,2
1699,Gamekeeper's Road,Meadows East,2
1700,Gamekeeper's Road,Meggetland,2
1701,Gamekeeper's Road,Ocean Terminal,1
1702,Gamekeeper's Road,Roseburn Street,1
1703,Gamekeeper's Road,South Trinity Road,1
1704,Gamekeeper's Road,Waitrose Comely Bank,1
1705,Gamekeeper's Road,Wester Coates Terrace,1
1706,George Square,Abbeyhill,6
1707,George Square,Belford Road,1
1708,George Square,Boroughmuir,1
1709,George Square,Bristo Square,5
1710,George Square,Brunswick Place,6
1711,George Square,Bruntsfield Links,8
1712,George Square,Castle Street,5
1713,George Square,Causewayside,1
1714,George Square,City Chambers,2
1715,George Square,Colinton Road,2
1716,George Square,Comely Bank Road,1
1717,George Square,Crichton Street,3
1718,George Square,Dalry Road Lidl,4
1719,George Square,Drumsheugh Place,4
1720,George Square,Duke Street,1
1721,George Square,Dundas Street,2
1722,George Square,Dundee Terrace,5
1723,George Square,Dynamic Earth,1
1724,George Square,EICC,1
1725,George Square,Fountainbridge,7
1726,George Square,George Square,6
1727,George Square,Gorgie Road,5
1728,George Square,Haymarket Station,3
1729,George Square,Hillside Crescent,7
1730,George Square,Holyrood Road,2
1731,George Square,Inverleith Row,1
1732,George Square,Joppa,1
1733,George Square,Kings Building 2,4
1734,George Square,Kings Building 3,1
1735,George Square,Kings Buildings - Murchison House,3
1736,George Square,Kings Buildings 1,6
1737,George Square,Lauriston Place,2
1738,George Square,Leith Walk,10
1739,George Square,Leith Walk North,3
1740,George Square,Logie Green Road,1
1741,George Square,Lothian Road,1
1742,George Square,Marchmont Crescent,3
1743,George Square,McDonald Road,1
1744,George Square,Meadow Place,5
1745,George Square,Meadows East,14
1746,George Square,Meggetland,2
1747,George Square,Morningside Road,10
1748,George Square,Murrayfield Tram,1
1749,George Square,Ocean Terminal,1
1750,George Square,Pleasance Courtyard,5
1751,George Square,Pollock Halls,4
1752,George Square,Portobello - Kings Road,3
1753,George Square,Roseburn Street,1
1754,George Square,Royal Commonwealth Pool,4
1755,George Square,Royal Edinburgh Hospital,1
1756,George Square,Stockbridge,1
1757,George Square,Surgeons Hall,3
1758,George Square,Thirlestane Road,5
1759,George Square,Tollcross,2
1760,George Square,Warrender Park Road,7
1761,George Square,Waverley Bridge,1
1762,George Square,Waverley Court,1
1763,George Square,Wester Coates Terrace,1
1764,Gladstone Terrace,Abbeyhill,1
1765,Gladstone Terrace,Bruntsfield Links,2
1766,Gladstone Terrace,Castle Street,1
1767,Gladstone Terrace,Causewayside,1
1768,Gladstone Terrace,Charlotte Square,2
1769,Gladstone Terrace,Colinton Road,6
1770,Gladstone Terrace,Duke Street,2
1771,Gladstone Terrace,Dundas Street,4
1772,Gladstone Terrace,Dundee Terrace,3
1773,Gladstone Terrace,Edinburgh Royal Infirmary,1
1774,Gladstone Terrace,Gladstone Terrace,6
1775,Gladstone Terrace,Haymarket Station,1
1776,Gladstone Terrace,Heriot Watt - Edinburgh Business School,1
1777,Gladstone Terrace,Hillside Crescent,5
1778,Gladstone Terrace,Hunter Square,3
1779,Gladstone Terrace,Kings Building 2,2
1780,Gladstone Terrace,Kings Buildings - Murchison House,1
1781,Gladstone Terrace,Kings Buildings 1,3
1782,Gladstone Terrace,Leith Walk,2
1783,Gladstone Terrace,Leith Walk North,1
1784,Gladstone Terrace,Lothian Road,2
1785,Gladstone Terrace,Marchmont Crescent,13
1786,Gladstone Terrace,McDonald Road,2
1787,Gladstone Terrace,Meadow Place,8
1788,Gladstone Terrace,Meadows East,5
1789,Gladstone Terrace,Meggetland,2
1790,Gladstone Terrace,Morningside Road,4
1791,Gladstone Terrace,Picardy Place,1
1792,Gladstone Terrace,Pleasance Courtyard,1
1793,Gladstone Terrace,Portobello - Kings Road,3
1794,Gladstone Terrace,Roseburn Street,1
1795,Gladstone Terrace,Scotland Street,1
1796,Gladstone Terrace,Simon Square,1
1797,Gladstone Terrace,St Andrew Square,2
1798,Gladstone Terrace,St Andrews House,1
1799,Gladstone Terrace,Stockbridge,2
1800,Gladstone Terrace,Surgeons Hall,3
1801,Gladstone Terrace,Thirlestane Road,3
1802,Gladstone Terrace,Tollcross,17
1803,Gladstone Terrace,Victoria Quay,2
1804,Gladstone Terrace,Warrender Park Road,3
1805,Gladstone Terrace,Waverley Bridge,3
1806,Gorgie Road,Abbeyhill,2
1807,Gorgie Road,Balgreen Road,6
1808,Gorgie Road,Belford Road,2
1809,Gorgie Road,Bristo Square,3
1810,Gorgie Road,Brunswick Place,1
1811,Gorgie Road,Castle Street,9
1812,Gorgie Road,Castle Terrace,2
1813,Gorgie Road,Chambers Street,1
1814,Gorgie Road,Charlotte Square,1
1815,Gorgie Road,City Chambers,1
1816,Gorgie Road,Colinton Road,1
1817,Gorgie Road,Corstorphine Road,3
1818,Gorgie Road,Craigleith Road,2
1819,Gorgie Road,Cramond Foreshore,1
1820,Gorgie Road,Dalry Road Lidl,9
1821,Gorgie Road,Duke Street,2
1822,Gorgie Road,Dundas Street,1
1823,Gorgie Road,Dundee Terrace,2
1824,Gorgie Road,Dynamic Earth,1
1825,Gorgie Road,Edinburgh Park Station,2
1826,Gorgie Road,Edinburgh Zoo,7
1827,Gorgie Road,Fountainbridge,3
1828,Gorgie Road,George Square,1
1829,Gorgie Road,Gorgie Road,17
1830,Gorgie Road,Haymarket Station,6
1831,Gorgie Road,Haymarket Terrace,1
1832,Gorgie Road,Heriot Watt - Edinburgh Business School,2
1833,Gorgie Road,Heriot Watt - Student Accommodation,1
1834,Gorgie Road,Hillside Crescent,1
1835,Gorgie Road,IGMM - Western General,4
1836,Gorgie Road,Inverleith Row,1
1837,Gorgie Road,Kings Building 2,1
1838,Gorgie Road,Leith Walk,2
1839,Gorgie Road,Leith Walk North,2
1840,Gorgie Road,Meadow Place,2
1841,Gorgie Road,Meggetland,1
1842,Gorgie Road,Morningside Road,1
1843,Gorgie Road,Murrayfield Tram,3
1844,Gorgie Road,Ocean Terminal,2
1845,Gorgie Road,Portobello - Kings Road,2
1846,Gorgie Road,Roseburn Street,5
1847,Gorgie Road,Royal Commonwealth Pool,1
1848,Gorgie Road,St Andrew Square,2
1849,Gorgie Road,Stockbridge,2
1850,Gorgie Road,Tollcross,1
1851,Gorgie Road,Victoria Quay,6
1852,Gorgie Road,Waverley Bridge,1
1853,Gorgie Road,Waverley Court,6
1854,Gorgie Road,Wester Coates Terrace,1
1855,Grassmarket,Abbeyhill,8
1856,Grassmarket,Balgreen Road,1
1857,Grassmarket,Belford Road,1
1858,Grassmarket,Boroughmuir,1
1859,Grassmarket,Brunswick Place,5
1860,Grassmarket,Bruntsfield Links,3
1861,Grassmarket,Castle Street,17
1862,Grassmarket,Castle Terrace,2
1863,Grassmarket,Causewayside,2
1864,Grassmarket,Charlotte Square,2
1865,Grassmarket,City Chambers,2
1866,Grassmarket,Colinton Road,1
1867,Grassmarket,Comely Bank Road,2
1868,Grassmarket,Corstorphine Road,1
1869,Grassmarket,Crichton Street,2
1870,Grassmarket,Dalry Road Lidl,2
1871,Grassmarket,Dean Street,1
1872,Grassmarket,Drumsheugh Place,7
1873,Grassmarket,Duke Street,4
1874,Grassmarket,Dundee Terrace,5
1875,Grassmarket,Dynamic Earth,4
1876,Grassmarket,EICC,5
1877,Grassmarket,Fountainbridge,2
1878,Grassmarket,George Square,1
1879,Grassmarket,Grassmarket,12
1880,Grassmarket,Haymarket Station,2
1881,Grassmarket,Haymarket Terrace,8
1882,Grassmarket,Hillside Crescent,3
1883,Grassmarket,Holyrood Road,9
1884,Grassmarket,Hunter Square,1
1885,Grassmarket,Inverleith Row,2
1886,Grassmarket,Joppa,2
1887,Grassmarket,Kings Building 2,11
1888,Grassmarket,Lauriston Place,1
1889,Grassmarket,Leith Walk,2
1890,Grassmarket,Meadow Place,1
1891,Grassmarket,Meadows East,5
1892,Grassmarket,Meggetland,2
1893,Grassmarket,Musselburgh Lidl,2
1894,Grassmarket,Ocean Terminal,3
1895,Grassmarket,Orchard Brae House,1
1896,Grassmarket,Picardy Place,1
1897,Grassmarket,Pleasance Courtyard,1
1898,Grassmarket,Pollock Halls,1
1899,Grassmarket,Portobello - Kings Road,2
1900,Grassmarket,Roseburn Street,1
1901,Grassmarket,Royal Commonwealth Pool,1
1902,Grassmarket,Scotland Street,1
1903,Grassmarket,St Andrew Square,2
1904,Grassmarket,St Andrews House,2
1905,Grassmarket,Stockbridge,3
1906,Grassmarket,Surgeons Hall,2
1907,Grassmarket,Tollcross,3
1908,Grassmarket,Victoria Quay,7
1909,Grassmarket,Waitrose Comely Bank,1
1910,Grassmarket,Warrender Park Road,3
1911,Grassmarket,Waverley Bridge,2
1912,Hawes Pier,Castle Street,2
1913,Hawes Pier,Craigleith Road,1
1914,Hawes Pier,Cramond Foreshore,2
1915,Hawes Pier,Dalmeny Station,2
1916,Hawes Pier,Edinburgh Zoo,1
1917,Hawes Pier,Ellersly Road,1
1918,Hawes Pier,Forth Bridge Visitors Centre,1
1919,Hawes Pier,Gamekeeper's Road,3
1920,Hawes Pier,Hawes Pier,63
1921,Hawes Pier,Hopetoun Road,4
1922,Hawes Pier,Port Edgar Marina,6
1923,Hawes Pier,Tesco Ferrymuir,2
1924,Hawes Pier,The Loan,2
1925,Haymarket Station,Balgreen Road,6
1926,Haymarket Station,Belford Road,1
1927,Haymarket Station,Boroughmuir,2
1928,Haymarket Station,Bristo Square,2
1929,Haymarket Station,Brunswick Place,1
1930,Haymarket Station,Bruntsfield Links,1
1931,Haymarket Station,Canonmills,1
1932,Haymarket Station,Castle Street,1
1933,Haymarket Station,Charlotte Square,2
1934,Haymarket Station,City Chambers,2
1935,Haymarket Station,Colinton Road,1
1936,Haymarket Station,Comely Bank Road,3
1937,Haymarket Station,Cramond Foreshore,4
1938,Haymarket Station,Crichton Street,1
1939,Haymarket Station,Dalry Road Lidl,4
1940,Haymarket Station,Drumsheugh Place,3
1941,Haymarket Station,Duke Street,4
1942,Haymarket Station,Dundee Terrace,2
1943,Haymarket Station,EICC,5
1944,Haymarket Station,Edinburgh Park Central,1
1945,Haymarket Station,Edinburgh Park Station,1
1946,Haymarket Station,Fountainbridge,2
1947,Haymarket Station,Gladstone Terrace,2
1948,Haymarket Station,Gorgie Road,7
1949,Haymarket Station,Grassmarket,1
1950,Haymarket Station,Hawes Pier,2
1951,Haymarket Station,Haymarket Station,20
1952,Haymarket Station,Haymarket Terrace,1
1953,Haymarket Station,Hillside Crescent,3
1954,Haymarket Station,Holyrood Road,1
1955,Haymarket Station,Hunter Square,1
1956,Haymarket Station,IGMM - Western General,6
1957,Haymarket Station,Joppa,2
1958,Haymarket Station,Lauriston Place,12
1959,Haymarket Station,Leith Walk,2
1960,Haymarket Station,Leith Walk North,1
1961,Haymarket Station,Logie Green Road,5
1962,Haymarket Station,Lothian Road,3
1963,Haymarket Station,McDonald Road,1
1964,Haymarket Station,Meadow Place,1
1965,Haymarket Station,Meadows East,1
1966,Haymarket Station,Meggetland,2
1967,Haymarket Station,Morningside Road,2
1968,Haymarket Station,Ocean Terminal,3
1969,Haymarket Station,Orchard Brae House,2
1970,Haymarket Station,Picardy Place,1
1971,Haymarket Station,Portobello - Kings Road,3
1972,Haymarket Station,Roseburn Street,2
1973,Haymarket Station,Royal Commonwealth Pool,1
1974,Haymarket Station,Sighthill - Edinburgh College,3
1975,Haymarket Station,South Trinity Road,2
1976,Haymarket Station,St Andrew Square,2
1977,Haymarket Station,St Andrews House,1
1978,Haymarket Station,Stockbridge,6
1979,Haymarket Station,Surgeons Hall,1
1980,Haymarket Station,Tollcross,1
1981,Haymarket Station,Victoria Quay,7
1982,Haymarket Station,Waitrose Comely Bank,2
1983,Haymarket Station,Warrender Park Road,10
1984,Haymarket Station,Waverley Bridge,3
1985,Haymarket Station,Waverley Court,1
1986,Haymarket Station,Wester Coates Terrace,3
1987,Haymarket Terrace,Balgreen Road,7
1988,Haymarket Terrace,Belford Road,1
1989,Haymarket Terrace,Boroughmuir,1
1990,Haymarket Terrace,Bristo Square,1
1991,Haymarket Terrace,Bruntsfield Links,2
1992,Haymarket Terrace,Canonmills,2
1993,Haymarket Terrace,Castle Street,6
1994,Haymarket Terrace,Castle Terrace,1
1995,Haymarket Terrace,Causewayside,1
1996,Haymarket Terrace,Chambers Street,1
1997,Haymarket Terrace,Charlotte Square,4
1998,Haymarket Terrace,Comely Bank Road,2
1999,Haymarket Terrace,Craigleith Road,2
2000,Haymarket Terrace,Cramond Foreshore,3
2001,Haymarket Terrace,Crichton Street,2
2002,Haymarket Terrace,Dalry Road Lidl,2
2003,Haymarket Terrace,Dean Street,1
2004,Haymarket Terrace,Drumsheugh Place,17
2005,Haymarket Terrace,Duke Street,1
2006,Haymarket Terrace,Dundee Terrace,2
2007,Haymarket Terrace,Dynamic Earth,2
2008,Haymarket Terrace,EICC,6
2009,Haymarket Terrace,Edinburgh Park Central,1
2010,Haymarket Terrace,Edinburgh Park Station,1
2011,Haymarket Terrace,Edinburgh Royal Infirmary,2
2012,Haymarket Terrace,Edinburgh Zoo,3
2013,Haymarket Terrace,Ellersly Road,9
2014,Haymarket Terrace,Fountainbridge,4
2015,Haymarket Terrace,Gorgie Road,1
2016,Haymarket Terrace,Grassmarket,5
2017,Haymarket Terrace,Hawes Pier,1
2018,Haymarket Terrace,Haymarket Station,5
2019,Haymarket Terrace,Haymarket Terrace,6
2020,Haymarket Terrace,Hillside Crescent,2
2021,Haymarket Terrace,Hunter Square,1
2022,Haymarket Terrace,IGMM - Western General,6
2023,Haymarket Terrace,Lauriston Place,14
2024,Haymarket Terrace,Leith Walk,2
2025,Haymarket Terrace,Leith Walk North,1
2026,Haymarket Terrace,Logie Green Road,2
2027,Haymarket Terrace,Lothian Road,1
2028,Haymarket Terrace,Meadow Place,1
2029,Haymarket Terrace,Meadows East,1
